loan_id,no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,education,self_employed
3405,4,-0.8049581361476857,-0.7557200751705287,0.54297010653671,-1.2698555284571587,-0.6570350282873343,-0.8825789362680355,-0.6620359132962971,-1.0698158352667275,0.0,0.0
782,3,1.724873328444789,0.5824344877982821,-1.2087978686788396,1.5374029111484084,2.895240028238744,-0.3129019761349435,2.348064178820169,2.4073162863150244,0.0,1.0
3003,4,-0.555538132596315,-0.490300988300682,-0.5080906785926198,1.6418050845221692,-1.118369451212799,-0.6091339954041514,-0.7389362806131411,-0.9159604316569155,1.0,1.0
4048,3,0.47777331068793527,0.8699718319072828,-0.5080906785926198,-0.4636387451820062,0.7115904263915444,1.4644901394803034,0.095981993112594,-0.3620809786615922,0.0,0.0
3392,2,-0.6268009907538495,-0.9326661330837599,-0.5080906785926198,1.4214004962886744,-0.9492134961401286,-0.08503119208170677,-0.31049137699072443,-0.5467074629933667,1.0,1.0
4140,3,0.19272187805779725,0.5713753591787052,-1.2087978686788396,-1.565661686349481,1.3267029902921639,0.028904199944911613,0.019081625795749985,-0.23899665577374263,1.0,0.0
3215,4,-1.695743863116867,-1.540918207160492,1.24367729662293,-0.32443584735032516,-1.0414803807252215,-1.1104497203212722,-1.5738545543388762,-1.5006109653742012,1.0,0.0
2656,0,-0.8762209943052203,-1.0211391620403756,-0.8584442736357297,-0.1620324665466973,-0.25721186175193156,-0.4268373681615619,-0.8597797149681817,-0.3620809786615922,0.0,1.0
3559,4,-1.3037981432504273,-1.142789576855722,-0.8584442736357297,-1.0958519061675576,-0.9338356820426131,-1.0648755635106248,-1.178366950995107,-1.0390447545447652,1.0,1.0
884,0,1.4041904667358838,1.909529922147516,-0.15773708354950988,1.7114065334380097,1.4343476889747722,0.18841374878217737,0.6123130308114039,1.3918706224902648,1.0,1.0
1092,4,-1.5888495758805652,-1.4413860495842996,-0.8584442736357297,-0.24323415694851125,-0.9492134961401286,-0.9053660146733592,-1.4200538197051882,-1.4390688039302764,0.0,1.0
383,2,1.5110847539721854,1.5335195490818998,0.19261651149360004,0.31937755512119953,0.06572223429589373,0.4162845328354141,1.6230035726899255,-0.023599090720005784,0.0,1.0
3234,4,-1.7313752921956342,-1.596213850258377,-0.15773708354950988,-0.1388319835747505,-1.0722360089202525,-1.1104497203212722,-1.6177976213770728,-1.4390688039302764,0.0,0.0
3166,2,0.869719030554375,-0.0036993290392962164,-0.5080906785926198,-0.6492426089575809,1.895682111900237,-1.1332367987265959,1.4692028380562374,0.5302803622753175,1.0,1.0
1675,1,1.6892418993660219,0.6819666453744746,-1.5591514637219497,-1.4148585470318265,2.3877721630207325,1.6695738451282165,1.161601368788861,2.961195739310348,0.0,0.0
2928,4,1.5467161830509528,1.887411664908362,-0.8584442736357297,1.7288068956669698,3.095151611506445,1.555638453101598,0.48048382969681414,1.1149308959926032,1.0,0.0
32,2,0.22835330713656452,-0.34653231624618164,-0.8584442736357297,-1.3742577018309194,-0.5955237718972723,0.5530070032673562,0.7221706984068954,-0.20822557505178022,1.0,0.0
2431,3,0.19272187805779725,-0.19170451557210436,-0.8584442736357297,1.5374029111484084,1.142169221121978,1.0771098065898008,-0.31049137699072443,0.3148827972215807,1.0,0.0
1913,4,0.5846675979242371,0.3612519154067431,-0.15773708354950988,-1.327856735887026,-0.8569466115550357,-0.8142177010520645,0.06302469283394657,-0.1774544943298178,0.0,1.0
4240,0,1.1904018922632802,0.8699718319072828,0.54297010653671,-0.8406465934761422,-1.087613823017768,1.920231707586777,1.6120178059303762,1.3610995417683025,0.0,1.0
611,3,1.0835076050269785,0.9695039894834753,-0.15773708354950988,-0.8754473179340625,-0.05730027848423019,0.2567749839981484,1.447231304537139,1.2072441381584904,1.0,0.0
571,1,-0.9831152815415221,-0.8773704899858752,-0.5080906785926198,-0.8522468349621157,-0.6877906564823653,-0.6547081522147987,-0.7718935808917886,-0.4851653015494419,1.0,0.0
344,1,-0.4842752744387805,-0.28017754452871996,-0.15773708354950988,-1.0204503365087303,-0.31872311814199356,-0.8825789362680355,-0.10176180855929062,-0.1774544943298178,1.0,1.0
3014,4,-0.9474838524627548,-0.8994887472250291,-1.2087978686788396,-0.3534364510652587,-0.7954353551649738,-1.1332367987265959,-0.6071070794985514,-0.6390207051592539,0.0,0.0
2390,4,0.9766133177906767,0.23960150059139665,-1.2087978686788396,-1.1944539587983316,-0.5955237718972723,1.851870472370806,1.007800634155173,0.6841357658851296,1.0,0.0
2291,2,0.01456473266396101,0.5050205874612435,-1.5591514637219497,0.7717869730741629,-1.14912507940783,-0.10781827048703045,-0.24457677643342954,0.3764249586655055,0.0,1.0
3384,5,-0.9474838524627548,-0.921607004464183,-0.5080906785926198,-0.7884455067892618,-0.8569466115550357,-0.8370047794573882,-0.6180928462581005,-0.946731512378878,1.0,1.0
3640,0,0.8340876014756078,0.9916222467226292,0.8933237015798199,1.0385925272515515,-1.0261025666277062,-0.4724115249722093,1.5131459050944338,-0.023599090720005784,1.0,0.0
2782,1,-0.4486438453600132,-0.5677148886377206,0.8933237015798199,1.5838038770923022,-0.36485656043454,-0.49519860337753296,-0.5302067121817073,-0.30053881721766745,1.0,1.0
2081,0,-1.4463238595654964,-1.319735634768953,-0.5080906785926198,-1.7164648256671353,-1.0722360089202525,-0.9965143282946539,-1.255267318311951,-1.3159844810424268,1.0,1.0
3997,0,-1.7313752921956342,-1.5851547216388,1.5940308916660397,-1.5598615656064942,-1.1029916371152835,-1.1332367987265959,-1.6068118546175236,-1.5006109653742012,0.0,0.0
3706,2,-0.8049581361476857,-0.8994887472250291,-1.5591514637219497,1.3575991681158204,-1.0722360089202525,-0.4724115249722093,-0.7718935808917886,-1.1313579967106524,0.0,1.0
1136,5,-1.5175867177230307,-1.3971495351059917,0.19261651149360004,-1.142252872111451,-1.0722360089202525,-1.1332367987265959,-1.3101961521096968,-1.2852134003204645,1.0,1.0
2345,1,0.6915618851605387,1.3233961053099377,-0.8584442736357297,-0.05183017242994984,-0.11881153487429215,1.6467867667228928,0.7001991648877971,-0.023599090720005784,1.0,0.0
3875,2,-0.7693267070689185,-0.9437252617033369,-0.15773708354950988,-1.5888621693214278,0.17336693297850217,-0.631921073809475,-0.8487939482086326,-0.4851653015494419,1.0,0.0
842,0,1.154770463184513,1.6441108352776692,-1.2087978686788396,0.00037091425693054283,1.0960357788294317,1.7151480019388639,1.062729467952919,2.161147640539325,1.0,1.0
2806,3,-0.8049581361476857,-0.4681827310615281,-1.5591514637219497,0.6383841959854686,-1.0568581948227371,-0.5863469169988277,-1.0465377498805173,-0.42362314010551705,1.0,0.0
1564,3,-1.6244810049593326,-1.4856225640626073,-1.5591514637219497,1.224196391027126,-1.0722360089202525,-1.0193014066999775,-1.5079399537815814,-1.469839884652239,0.0,1.0
966,3,1.2260333213420476,1.6772882211364,0.19261651149360004,0.9399904746207774,0.8038573109766373,-0.2901148977296199,0.5354126634945598,-0.23899665577374263,0.0,1.0
529,2,0.7628247433180733,0.9695039894834753,-1.2087978686788396,-0.23743403620552453,-0.5032568873121794,1.6467867667228928,0.29372579478447863,1.7918946718757762,1.0,1.0
177,4,1.4754533248934183,1.3344552339295146,0.19261651149360004,1.5838038770923022,-0.4571234450196329,-0.7230693874307698,2.051448476312342,1.9765211562075506,0.0,0.0
423,5,0.19272187805779725,0.3612519154067431,-0.5080906785926198,-1.2408549247422251,0.5885679136114204,0.39349745443009043,-0.42034904458621586,0.19179847433373107,1.0,0.0
1685,5,0.727193314239306,-0.07005410075675791,0.54297010653671,0.3715786418080799,-0.33410093223950904,1.8062963155601586,0.06302469283394657,1.2995573803243776,1.0,0.0
3620,4,-1.4819552886442635,-1.363972149247261,-1.5591514637219497,0.3483781588361331,-0.9645913102376441,-0.8142177010520645,-1.39808228618609,-1.254442319598502,1.0,1.0
2268,4,0.37087902345163354,0.6377301308961668,-1.2087978686788396,0.3599784003221065,0.41941195853875,0.46185868964606147,0.8979429665596818,-0.269767736495705,0.0,0.0
573,2,-1.3394295723291945,-1.3750312778668379,-0.5080906785926198,0.15697417431757169,-1.1337472653103144,-1.0648755635106248,-1.3761107526669916,-1.1313579967106524,0.0,1.0
2568,4,0.15709044897903002,0.5381979733199743,-0.5080906785926198,0.38317888329405336,-0.5647681437022414,-0.0622441136763831,0.31569732830357694,0.8995333309388663,0.0,1.0
289,1,-0.698063848911384,-0.4239462165832203,0.54297010653671,1.2995979606859533,-0.5801459577997569,0.2339879055928247,-0.4533063448648633,-0.1774544943298178,0.0,1.0
1506,3,0.0858275908214955,0.4939614588416665,-1.5591514637219497,-0.9682492498218499,1.111413592926947,1.1226839634004482,-0.4752778783839616,-0.6082496244372915,0.0,1.0
2196,5,0.442141881609168,0.593493616417859,0.54297010653671,-0.4926393488969397,-0.48787907321466395,-0.3129019761349435,0.3486546285822244,1.2687862996024153,1.0,0.0
2937,2,0.6202990270030043,0.6819666453744746,1.5940308916660397,0.33677791735015966,0.050344420198378245,0.46185868964606147,1.1835729023079595,1.4226417032122274,0.0,0.0
1992,1,-0.3417495581237115,0.07371457129774242,0.19261651149360004,-0.9798494913078233,0.34252288805117254,0.5302199248620325,0.008095859036200838,0.22256955505569345,0.0,0.0
1916,0,1.5467161830509528,1.7215247356147079,-0.15773708354950988,-0.7130439371304347,1.5266145735598653,-0.9281530930786829,1.3593451704607458,0.3764249586655055,1.0,1.0
2343,4,-1.0900095687778237,-1.142789576855722,-0.5080906785926198,-1.7280650671531088,-0.9184578679450977,-0.9509401714840066,-1.2223100180333035,-0.7313339473251411,0.0,0.0
1741,4,-1.410692430486729,-1.3971495351059917,-1.2087978686788396,0.01777127648589067,-0.8569466115550357,-0.8142177010520645,-1.2332957847928527,-1.3775266424863517,0.0,0.0
3387,1,0.6559304560817715,0.6377301308961668,-1.2087978686788396,-0.1504322250607239,-0.6570350282873343,-0.7230693874307698,1.084701001472017,0.06871415144588143,0.0,0.0
1433,2,-0.7693267070689185,-0.8110157182684135,1.24367729662293,-0.06923053465890996,-1.087613823017768,-1.1104497203212722,-0.38739174430756845,-0.23899665577374263,0.0,1.0
3334,0,1.4398218958146511,1.245982204972899,-0.8584442736357297,-0.4752389866679796,1.2805695479996175,-0.8825789362680355,2.216234977705579,0.22256955505569345,0.0,0.0
2104,5,-0.3417495581237115,-0.5566557600181437,-1.2087978686788396,1.1139940969103788,-0.4725012591171484,0.2567749839981484,-0.7169647470940428,-0.023599090720005784,1.0,1.0
384,3,-0.9831152815415221,-0.8552522327467212,-1.5591514637219497,0.4759808151818407,-0.14956716306932313,-0.5863469169988277,-0.8268224146895343,-0.8851893509349531,0.0,0.0
3455,5,-1.4463238595654964,-1.3418538920081071,-1.2087978686788396,1.7172066541809965,-0.7185462846773962,-0.8825789362680355,-1.4420253532242866,-1.1929001581545773,1.0,0.0
371,4,-1.0543781396990566,-0.8220748468879905,-1.2087978686788396,0.968991078335711,-0.9645913102376441,-0.7458564658360934,-0.9037227820063783,-1.1313579967106524,0.0,0.0
2154,3,1.6536104702872545,2.307658552452286,-0.8584442736357297,0.18017465728951854,-0.6109015859947878,0.12005251356620632,1.4692028380562374,0.7764490080510168,1.0,1.0
2087,3,1.0478761759482114,0.5492571019395512,-0.15773708354950988,0.04677188020082421,0.3579007021486881,2.3987603540985742,1.2055444358270577,0.06871415144588143,0.0,0.0
4055,5,-0.4486438453600132,-0.5566557600181437,-1.5591514637219497,-0.16783258728968403,-0.011166836191683719,0.37071037602476675,-0.27753407671207697,-0.5159363822714043,1.0,1.0
1106,4,1.0478761759482114,0.4497249443633587,1.24367729662293,0.4759808151818407,-0.7646797269699428,0.8948131793472114,0.4255549958990684,0.09948523216784384,0.0,1.0
1729,3,-1.553218146801798,-1.4966816926821844,1.24367729662293,-1.722264946410122,-1.0568581948227371,-1.0193014066999775,-1.4420253532242866,-1.3467555617643892,0.0,1.0
1516,3,1.6536104702872545,2.506722867604671,0.19261651149360004,0.5803829885556014,0.9115020096592457,0.2567749839981484,1.1725871355484103,2.1303765598173627,1.0,0.0
2881,0,0.12145901990026277,-0.2470001586699891,0.8933237015798199,-1.4206586677748132,0.5731900995139049,-0.4268373681615619,0.33766886182267525,0.7456779273290544,1.0,1.0
1393,0,-1.6601124340380997,-1.574095593019223,-1.5591514637219497,1.4794017037185414,-1.1645028935053454,-1.0193014066999775,-1.5189257205411306,-1.408297723208314,1.0,1.0
142,4,-0.5199067035175478,-0.8441931041271443,-0.8584442736357297,1.705606412695023,-0.9799691243351596,0.34792329761944313,-0.8487939482086326,-0.6697917858812164,0.0,0.0
3752,5,-0.840589565226453,-0.711483560692221,0.54297010653671,0.9979916820506445,-0.8108131692624893,-0.49519860337753296,-0.8268224146895343,-0.39285205938355466,0.0,0.0
492,3,-1.4463238595654964,-1.2865582489102223,0.8933237015798199,1.3575991681158204,-1.0261025666277062,-0.7458564658360934,-1.332167685628795,-1.3159844810424268,1.0,1.0
199,4,1.2260333213420476,1.5224604204623227,1.5940308916660397,-0.8406465934761422,1.1883026634145246,0.18841374878217737,0.8100568324832885,1.3610995417683025,0.0,1.0
3177,4,-0.698063848911384,-0.7667792037901057,1.24367729662293,-1.1132522683965176,-0.7031684705798807,-0.2673278193242962,-0.4752778783839616,-0.5774785437153291,0.0,1.0
1172,0,0.0858275908214955,0.48290233022208956,0.19261651149360004,1.1719953043402458,0.3579007021486881,-0.38126321135091457,0.008095859036200838,-0.5467074629933667,1.0,0.0
1227,4,0.5134047397667025,0.9805631181030523,0.8933237015798199,-1.3162564944010524,-0.28796748994696253,0.028904199944911613,0.052038926074397425,0.5302803622753175,0.0,0.0
4245,3,-1.1612724269353583,-1.0543165478991063,1.5940308916660397,1.508402307433475,-0.8569466115550357,-0.7458564658360934,-1.1893527177546561,-1.254442319598502,0.0,0.0
3282,3,-0.27048669996617697,0.16218760025435802,-0.15773708354950988,-0.16783258728968403,-0.27258967584944704,-0.2901148977296199,-0.25556254319297866,0.25334063577765586,1.0,1.0
3983,1,-0.9831152815415221,-1.0653756765186833,-0.8584442736357297,1.5142024281764617,-0.9030800538475822,-0.8597918578627118,-1.1454096507164595,-1.0082736738228029,0.0,1.0
3463,0,0.5134047397667025,0.5603162305591282,0.8933237015798199,1.4040001340597141,0.12723349068595569,1.6467867667228928,-0.09077604179974148,1.4226417032122274,1.0,0.0
196,3,1.4754533248934183,1.3233961053099377,0.19261651149360004,-1.7048645841811618,-0.25721186175193156,1.487277217885627,1.4142740042584916,1.4226417032122274,1.0,0.0
875,2,0.12145901990026277,-0.2912366731482969,-1.2087978686788396,0.12797357060263814,1.0652801506344005,-0.4724115249722093,-0.36542021078847015,0.13025631288980624,1.0,0.0
2719,3,-1.3037981432504273,-1.3750312778668379,0.54297010653671,1.2705973569710198,-0.9645913102376441,-0.7914306226467408,-1.2223100180333035,-1.1313579967106524,1.0,1.0
3675,3,0.19272187805779725,-0.269118415909143,0.19261651149360004,-1.1886538380553449,0.1118556765884402,0.9859614929685061,0.7551279986855428,0.4379671201094303,1.0,1.0
1979,0,-0.413012416281246,-0.6119514031160284,-0.15773708354950988,1.0617930102234983,0.37327851624620356,-0.6547081522147987,-0.4642921116244125,-0.33130989793962984,0.0,1.0
841,4,-0.555538132596315,-0.689365303453067,-1.2087978686788396,-0.7072438163874479,-0.5340125155072104,-0.24454074091897252,-0.42034904458621586,-0.3620809786615922,1.0,1.0
582,1,1.3329276085783492,0.7814988029506672,1.24367729662293,1.125594338396352,0.1426113047834712,1.5784255315069218,0.6452703310900514,1.699581429709889,0.0,0.0
3348,2,1.6536104702872545,2.4956637389850944,-0.8584442736357297,0.006171034999917252,-1.1029916371152835,-0.4268373681615619,0.9528718003574275,2.0996054790954,0.0,0.0
2407,5,-0.7693267070689185,-0.5898331458768745,0.19261651149360004,-0.06923053465890996,-0.24183404765441607,-0.6091339954041514,-0.9147085487659274,-0.6390207051592539,1.0,0.0
906,5,1.6536104702872545,2.4182498386480558,0.54297010653671,-0.8174461105041955,3.2643075665791157,2.9456502358263426,0.8430141327619359,0.19179847433373107,0.0,0.0
632,2,1.3685590376571166,1.5556378063210536,-0.5080906785926198,0.04677188020082421,0.5116788431238429,0.05169127835023529,2.0184911760336948,2.0688343983734376,0.0,0.0
2489,2,-0.840589565226453,-0.9658435189424908,1.24367729662293,-0.307035485121365,-0.3802343745320555,-0.7458564658360934,-0.651050146536748,-1.0082736738228029,1.0,1.0
1378,4,1.4754533248934183,0.7262031598527824,-0.8584442736357297,0.30777731363522615,2.341638720728186,-0.08503119208170677,1.5680747388921796,1.1149308959926032,0.0,0.0
163,3,1.6536104702872545,0.604552745037436,0.8933237015798199,-0.44043826221005933,2.5723059321909187,1.3961289042643323,1.3483594037011968,0.3456538779435431,0.0,0.0
2314,1,1.297296179499582,1.8321160218104773,0.19261651149360004,-0.43463814146707264,0.050344420198378245,1.1910451986164192,1.6669466397281218,0.3456538779435431,1.0,1.0
1651,1,1.297296179499582,1.9980029511041315,-1.2087978686788396,1.5432030318913952,1.864926483705206,2.489908667719869,0.9418860335978783,1.699581429709889,1.0,0.0
3597,2,-0.9831152815415221,-0.6783061748334901,-0.8584442736357297,-0.09823113837384351,-0.5955237718972723,-0.8370047794573882,-0.9037227820063783,-0.4851653015494419,0.0,1.0
3214,1,-0.27048669996617697,0.12901021439562718,0.54297010653671,1.1139940969103788,-1.087613823017768,-1.0420884851053012,-0.5411924789412564,-0.30053881721766745,0.0,1.0
1989,3,0.6915618851605387,0.3612519154067431,1.24367729662293,1.3749995303447806,-0.7185462846773962,0.6669423952939746,0.03006739255529913,0.22256955505569345,0.0,0.0
3390,1,-0.27048669996617697,0.14006934301520413,1.5940308916660397,-1.1770535965693714,-0.11881153487429215,0.2795620624034721,-0.5411924789412564,0.22256955505569345,0.0,0.0
926,5,-0.7336952779901512,-0.7888974610292596,-0.8584442736357297,-1.5482613241205208,-0.6570350282873343,-1.0420884851053012,-0.7609078141322394,-0.8544182702129908,1.0,0.0
3107,0,0.19272187805779725,-0.3907688307244894,0.19261651149360004,-0.7768452653032885,1.1575470352194936,0.5530070032673562,0.7331564651664445,0.7764490080510168,1.0,0.0
548,5,1.6892418993660219,2.4846046103655173,1.24367729662293,-1.6294630145223348,1.803415227315144,0.028904199944911613,0.5244268967350108,0.037943070723919024,1.0,0.0
